isr_entry,c_entry,first_try_lock_mm_and_find_vma_start,first_try_handle_mm_fault_with_mm_lock_start,first_try_handle_mm_fault_with_mm_lock_page_table_walk_end,page_allocation_start,page_allocation_end,first_try_handle_mm_fault_with_mm_lock_end,c_exit,iret,end
634,459,258,105,209,110,798,226,177,174,346
640,465,276,106,209,107,917,215,170,139,369
642,469,264,108,215,108,1048,205,174,173,347
634,461,276,108,215,108,804,2630,179,173,353
642,465,264,105,214,109,908,305,177,172,328
644,459,272,108,219,110,908,199,177,130,343
634,457,264,107,212,109,845,388,171,173,333
636,485,277,105,212,109,813,345,175,172,338
650,478,266,109,205,108,1221,209,175,172,342
642,650,274,108,217,108,830,220,177,180,344
634,463,266,106,209,250,987,299,176,175,341
635,478,465,106,343,108,1003,225,177,185,349
630,465,262,108,207,110,965,211,177,172,343
640,476,276,107,212,107,892,211,181,144,342
632,473,272,106,207,106,1074,201,175,132,329
645,478,274,104,219,110,936,215,183,175,337
811,471,268,106,207,110,1208,352,176,141,329
644,463,266,106,213,108,1291,204,176,128,348
625,463,264,106,209,234,1214,2420,183,176,333
641,466,264,105,216,109,807,223,177,179,331
629,474,262,107,208,109,1103,214,178,177,333
644,463,276,108,207,111,856,203,172,139,331
650,463,272,104,209,110,837,207,185,138,335
634,512,272,106,207,110,893,214,178,128,333
636,469,270,104,439,109,1022,402,175,183,333
637,478,270,106,310,110,1068,206,178,126,346
626,469,270,104,211,112,1036,209,168,173,341
636,459,279,107,343,110,1024,723,175,174,340
724,461,278,110,223,112,922,219,175,128,341
646,465,264,108,215,110,1064,218,172,175,347
636,562,270,104,209,112,1389,204,176,181,335
646,455,327,111,220,110,889,205,177,128,709
640,445,268,109,394,110,1119,319,171,185,465
638,473,270,110,345,112,1034,2630,185,183,339
628,453,264,106,207,109,1130,240,184,130,340
642,467,256,108,225,108,877,216,177,130,617
644,463,357,104,278,108,1129,210,176,128,341
622,576,258,110,207,108,983,223,177,183,351
642,463,270,110,209,108,1194,203,175,128,353
624,605,359,106,222,107,928,206,178,173,339
648,466,258,107,209,112,1004,205,181,128,351
748,479,266,110,221,108,1960,226,176,173,347
650,467,260,106,215,110,812,213,179,126,335
735,471,258,110,213,110,1235,219,171,177,345
650,463,258,108,211,107,1006,219,179,171,341
646,477,356,107,218,109,939,211,177,128,347
638,471,260,108,215,108,1025,202,176,173,339
646,461,256,108,219,112,1019,212,176,171,356
652,465,254,110,207,110,1676,2396,181,175,333
646,475,254,108,213,110,959,207,174,173,345
638,453,254,108,217,110,938,307,177,174,332
640,482,254,105,209,112,790,207,183,128,352
656,471,256,106,215,110,895,222,176,130,329
652,481,258,108,341,110,1310,205,177,142,351
640,463,258,105,218,111,1016,205,177,175,329
640,474,255,110,211,112,1156,205,177,128,337
646,473,254,110,489,110,889,212,178,128,332
646,461,459,106,615,110,952,210,174,138,334
648,455,254,112,221,110,1310,215,171,175,331
638,461,256,105,218,181,1178,217,175,132,345
727,453,274,108,219,110,1369,215,177,183,333
654,463,264,109,218,107,866,215,179,172,348
648,479,258,108,223,110,1597,207,176,135,656
633,474,256,111,431,110,1107,2977,183,173,345
644,455,258,104,225,110,1119,299,177,174,329
646,457,268,110,209,108,865,207,183,171,355
644,453,256,105,216,109,821,199,177,138,345
730,457,270,111,224,108,1495,312,175,173,341
638,658,256,105,209,112,939,205,179,172,348
620,463,262,112,205,111,813,197,268,128,345
624,455,260,107,208,109,1168,205,177,138,333
636,469,266,108,209,105,1059,205,183,174,337
654,461,258,109,208,107,904,209,175,173,333
631,468,266,105,207,110,922,197,173,189,351
614,455,256,105,212,111,1049,209,176,128,342
622,465,264,110,225,106,1491,215,177,180,350
990,461,262,107,222,110,1212,211,171,175,349
620,477,264,110,213,110,926,201,175,142,343
633,464,257,104,215,108,851,2316,179,168,337
626,469,260,106,215,110,873,201,171,175,339
621,449,274,108,209,110,1393,197,173,171,343
620,463,256,108,207,108,834,212,176,173,343
624,465,258,104,209,108,1064,195,177,174,332
623,461,258,108,205,112,859,408,171,142,341
630,459,258,106,207,110,938,201,177,171,331
626,463,258,105,208,109,872,199,181,172,342
621,464,258,105,207,110,941,207,176,141,341
650,461,258,107,216,111,813,201,177,140,347
622,455,258,105,214,111,984,371,177,173,343
623,463,254,108,213,112,1022,205,172,175,339
630,446,262,108,205,108,1152,213,177,134,329
727,437,278,106,219,112,897,222,175,142,337
646,463,260,104,443,105,993,206,180,126,342
639,449,258,110,215,112,902,2214,177,182,356
638,455,262,110,207,110,899,206,176,183,337
635,462,253,106,207,110,1221,213,175,174,340
620,459,256,104,209,110,1111,205,179,170,333
642,451,252,111,204,111,1004,217,179,134,349
624,453,256,109,207,108,1294,215,177,173,331
640,471,252,108,207,107,1219,215,179,134,352
636,461,256,105,388,112,1136,207,174,173,532
641,468,268,105,208,111,947,219,177,126,359
633,461,262,112,207,110,1081,199,176,171,331
646,471,260,108,207,108,853,203,176,126,368
632,465,258,108,207,108,1113,211,177,174,333
642,465,268,112,213,108,1178,224,170,173,349
636,461,262,111,396,112,1036,213,175,140,335
634,463,262,104,219,110,1288,195,172,130,356
634,461,540,162,437,1916,1117,2102,177,171,339
650,465,274,108,292,108,928,203,179,169,339
632,461,270,105,212,109,841,206,176,173,339
630,471,262,110,211,110,1184,207,177,126,329
632,471,264,108,207,108,995,216,176,173,337
627,469,266,104,215,108,1044,205,181,173,349
629,462,264,107,207,108,1217,205,177,172,331
634,465,268,108,207,111,845,204,182,173,337
642,470,264,107,555,110,1143,207,177,171,331
650,469,266,110,213,112,883,207,177,171,532
633,464,264,111,208,109,935,207,183,130,339
633,480,469,106,213,112,830,210,174,136,356
633,459,264,112,207,110,1071,284,173,140,341
650,471,285,107,205,112,999,208,182,171,329
626,471,264,106,207,109,1355,214,184,141,333
786,500,312,128,713,126,1061,2750,209,219,374
640,455,276,108,274,111,919,237,177,138,362
644,463,266,105,212,109,825,205,177,179,361
636,453,272,104,215,112,908,203,177,126,343
644,455,262,112,207,110,839,209,176,132,340
719,463,277,111,218,109,1002,213,175,140,339
646,477,268,110,209,108,932,205,177,173,357
622,650,264,104,209,108,1137,299,178,126,333
644,453,274,108,217,106,834,210,178,128,340
644,459,258,108,205,110,841,209,175,130,331
648,461,270,112,211,108,1048,207,175,173,357
632,452,271,105,207,112,861,208,176,126,342
638,453,262,110,211,110,999,219,175,187,337
625,461,264,104,219,106,1205,209,181,130,331
642,469,266,108,209,106,837,211,175,174,333
640,459,264,105,208,107,947,2324,174,173,343
636,461,264,109,382,108,926,205,183,173,349
636,455,264,103,209,110,888,203,183,172,352
636,459,266,109,214,109,1207,201,179,172,338
637,447,266,104,213,108,849,205,171,177,331
636,461,270,112,211,110,837,207,177,128,349
634,455,268,108,207,109,915,217,173,144,339
640,459,264,108,219,108,875,205,177,128,333
626,445,274,108,217,108,861,211,175,172,331
642,451,277,105,215,108,865,218,179,170,343
633,445,264,106,217,108,942,206,176,173,329
638,455,262,110,225,108,971,205,177,142,331
635,439,266,108,205,110,1322,213,177,128,333
656,453,266,104,223,108,1018,213,175,128,347
634,449,256,108,215,110,1107,213,177,130,339
628,444,264,108,224,111,835,2375,170,173,347
628,444,264,104,209,108,879,206,170,173,353
784,489,325,151,304,140,1288,378,181,136,347
652,469,265,107,218,107,987,224,177,174,354
634,461,272,108,209,110,853,225,175,138,346
632,455,266,105,210,111,1071,534,179,172,346
634,471,264,106,207,110,1285,210,174,132,342
642,461,264,106,217,110,1097,209,177,174,348
642,467,266,104,215,110,1050,213,179,171,341
632,455,266,104,207,110,1180,217,177,136,351
643,472,266,101,216,111,1447,219,177,130,335
642,457,262,105,457,108,851,213,177,128,347
634,471,266,104,207,112,1017,216,174,128,346
636,453,262,105,214,109,1158,211,177,128,347
632,473,262,108,211,110,1267,218,175,136,349
630,445,256,105,206,111,941,2092,183,183,335
636,459,264,108,211,112,1119,209,179,181,351
638,469,266,104,213,106,1212,205,175,181,341
644,469,273,105,214,111,821,219,175,181,345
629,462,276,103,350,107,1552,216,170,173,347
632,471,258,104,209,108,1089,205,176,135,347
627,451,266,104,274,108,1097,203,181,172,340
629,455,265,103,217,191,1388,207,173,138,339
635,449,256,104,207,110,1032,243,175,140,337
648,472,264,107,208,109,835,372,173,127,354
632,455,266,105,214,109,1203,205,175,174,340
644,457,272,106,211,108,1016,209,183,128,345
632,445,270,105,208,109,1434,216,174,132,325
644,455,283,105,209,108,1477,209,173,191,347
634,444,256,104,207,110,1026,209,174,141,337
660,468,268,107,216,111,1205,2358,185,183,337
646,461,254,108,207,108,1023,212,174,173,347
644,473,278,108,215,108,1030,213,177,136,337
634,465,266,104,215,112,1735,205,177,130,339
730,436,287,105,220,109,1211,219,181,130,337
646,451,272,104,215,112,1259,212,174,181,331
650,481,276,114,283,109,1113,224,174,181,354
642,457,273,103,211,108,1298,207,175,136,347
650,478,278,108,211,110,1072,211,175,173,345
636,463,270,104,217,108,812,218,183,126,337
646,461,283,109,212,111,837,209,183,126,331
725,445,280,110,230,109,1796,219,183,128,343
630,477,266,106,209,110,1259,217,175,130,354
630,461,256,103,210,111,1244,207,181,142,351
634,461,262,106,219,108,1085,207,176,189,346
635,447,258,104,211,108,1017,2231,176,185,337
633,464,268,107,441,108,1095,341,172,175,339
636,447,256,105,210,109,1150,211,179,173,333
638,461,258,106,209,109,1126,205,177,128,347
636,449,253,106,211,108,1056,207,177,126,333
636,457,260,106,215,110,1023,204,178,173,333
815,443,264,105,211,112,1221,213,175,144,341
636,459,276,106,209,110,851,205,171,130,331
631,451,273,107,216,109,926,206,176,134,331
790,447,272,108,219,108,1424,205,177,180,333
626,455,272,108,209,106,1344,212,176,130,340
645,453,277,107,216,109,1067,209,177,183,349
634,453,274,106,230,109,1197,219,175,128,349
632,447,276,108,215,108,1190,217,179,179,339
639,516,270,108,205,112,1121,212,178,128,339
635,445,279,107,218,109,1262,2240,183,181,339
637,447,270,108,209,110,1123,207,183,183,349
636,461,268,106,215,110,1097,213,175,173,347
619,451,266,106,223,110,1188,205,183,171,339
620,455,266,108,225,110,1101,213,171,136,349
623,445,266,110,209,106,1381,215,175,132,337
730,461,280,112,223,106,952,202,178,124,341
636,455,260,104,213,110,1598,212,174,175,357
646,461,262,107,216,109,1069,199,177,136,339
627,457,265,109,216,109,955,201,181,126,341
640,463,274,106,217,108,1105,213,181,171,353
630,445,276,106,207,109,1053,213,173,170,350
623,463,267,107,207,108,1146,211,177,140,341
625,441,264,106,209,110,930,203,179,181,349
633,470,268,107,214,111,1493,203,175,173,347
634,445,266,105,207,114,888,2307,175,175,353
645,460,268,111,216,111,1040,201,177,140,356
623,460,276,107,214,109,929,207,175,174,344
636,463,270,107,216,112,1019,201,177,171,341
626,461,260,105,218,107,1069,207,177,170,362
624,463,272,106,223,108,900,213,171,172,362
625,455,266,106,215,110,1184,275,172,138,356
634,461,260,108,215,110,832,208,174,183,345
635,455,264,104,215,108,898,201,177,172,339
625,453,275,107,214,109,837,211,179,128,335
628,455,262,108,207,110,918,215,173,174,338
636,457,266,108,207,108,820,206,174,140,338
635,457,265,105,209,108,825,211,177,178,338
629,470,266,103,216,111,929,201,179,136,335
632,461,262,106,217,108,1129,205,175,179,349
633,468,266,103,220,109,860,2173,181,183,357
626,463,270,108,213,110,918,205,171,183,345
634,479,272,110,215,108,851,225,177,128,347
648,480,264,105,206,111,1302,205,169,173,347
634,477,270,106,215,112,828,218,177,138,341
622,481,262,108,209,110,861,207,177,126,333
640,471,266,104,215,108,1003,224,176,173,347
627,463,262,110,205,112,912,207,177,171,339
825,518,345,138,321,136,973,292,216,156,362
643,462,272,103,216,105,1160,217,179,126,347
636,481,276,108,215,112,991,211,169,130,341
629,468,274,109,208,111,949,213,179,128,339
625,474,274,105,701,106,814,214,182,128,338
629,473,265,105,224,109,967,209,175,128,341
646,467,272,110,219,110,867,207,177,140,345
626,465,268,108,215,108,1131,2119,183,170,340
650,479,278,110,207,112,1213,207,174,189,338
728,461,280,108,229,110,1013,208,184,128,340
638,478,274,103,210,111,1144,311,174,177,345
617,463,273,105,220,105,1270,205,177,128,339
636,463,274,110,213,110,942,208,178,173,341
625,459,273,109,210,109,1048,212,176,130,340
636,469,264,105,216,111,809,203,181,128,347
623,455,266,106,207,110,855,209,177,130,339
640,469,273,107,218,111,1191,219,175,130,339
636,463,262,106,209,108,989,213,177,128,337
648,463,272,108,207,112,883,210,178,173,327
644,459,256,105,207,110,817,207,174,173,339
650,461,276,108,213,112,863,209,175,130,331
636,463,256,104,207,109,1130,209,177,128,337
644,471,273,111,216,109,857,2038,183,174,329
642,471,262,106,215,110,942,203,177,179,327
666,470,276,105,224,107,825,205,175,173,331
835,463,283,109,208,107,831,205,177,134,331
644,468,286,104,229,110,837,203,174,132,334
640,453,285,105,210,107,827,205,177,136,329
646,461,274,108,215,110,823,199,176,173,339
628,459,274,106,209,109,910,197,177,173,339
644,475,276,112,213,110,932,204,178,171,337
646,469,274,106,217,110,1134,199,170,128,341
814,492,288,132,262,122,1320,342,217,173,363
642,459,272,110,207,109,876,223,181,173,349
631,472,286,108,209,108,1330,213,173,173,339
642,459,287,107,208,109,853,208,174,128,339
642,469,273,105,207,110,890,209,177,172,340
642,449,272,104,209,108,930,2246,175,171,339
638,467,272,110,215,108,885,212,168,173,341
650,458,274,105,214,111,866,205,177,128,341
644,463,285,110,207,111,870,278,177,172,340
625,451,280,106,215,108,920,205,177,173,339
636,461,278,112,211,112,1085,205,176,173,354
617,463,278,110,207,106,1408,207,175,130,345
632,471,277,107,208,111,1044,210,174,136,348
629,462,280,103,210,111,1225,218,172,134,350
634,471,284,110,215,106,1268,209,177,127,340
630,453,280,104,207,108,1344,210,172,171,351
638,475,278,110,209,108,1123,205,173,142,339
632,469,279,107,214,107,1180,206,170,130,341
646,459,279,111,212,111,1128,205,172,181,339
625,453,281,107,209,106,993,207,175,128,339
632,473,281,103,210,111,1016,2025,183,173,349
640,461,280,104,219,106,1066,205,177,171,347
646,469,287,103,216,109,975,205,329,130,340
629,459,287,107,206,111,1087,205,173,170,348
650,469,280,106,213,110,1032,205,179,125,350
646,457,283,107,205,112,1442,205,179,179,355
644,472,282,108,209,108,1523,207,177,175,341
640,465,278,104,209,110,1044,205,173,134,353
643,476,282,112,207,108,1019,218,178,126,350
626,473,284,110,215,108,1468,208,178,171,341
640,481,279,107,209,108,1233,207,177,142,331
624,463,280,110,213,112,1011,210,176,181,345
650,484,272,106,209,108,930,217,177,130,10185
664,465,278,110,224,107,1195,227,177,177,347
642,479,282,108,219,110,906,201,179,170,348
638,455,278,108,209,106,1119,2249,182,183,352
634,469,284,108,217,110,1129,206,174,128,339
623,449,283,107,208,109,1323,215,175,172,333
632,465,284,108,555,111,1310,204,176,187,343
717,479,264,112,213,110,1119,219,175,142,331
634,453,266,104,424,112,1243,203,179,181,341
645,453,269,107,216,107,1516,211,170,173,347
632,473,285,109,212,203,1062,203,177,183,335
725,470,280,108,217,108,1915,220,180,171,341
648,464,266,109,543,109,1046,230,179,128,355
633,447,266,104,215,195,1231,309,171,172,346
644,453,266,107,303,108,1235,211,177,138,337
644,445,256,107,210,197,1052,209,171,130,335
646,467,258,106,215,110,1210,376,171,128,337
652,463,264,105,447,108,1121,201,171,175,331
650,463,270,106,406,109,1597,2456,177,174,344
630,455,268,106,461,108,1052,207,173,174,340
646,461,272,106,215,110,1227,199,172,173,337
636,453,270,106,315,111,1231,197,173,128,333
645,464,270,107,220,105,1057,201,172,128,340
631,455,271,103,211,106,1357,207,173,130,333
646,463,276,104,211,110,1107,223,169,172,333
632,455,270,104,215,108,824,210,178,136,342
638,455,272,105,206,111,1215,201,173,183,331
620,455,270,106,209,110,1037,206,172,171,341
638,455,275,107,207,108,1162,203,173,142,341
624,451,274,108,213,108,1397,215,171,130,339
638,451,272,106,215,108,1018,207,174,130,350
652,453,270,106,207,110,1015,210,172,128,345
737,463,281,111,216,111,1046,240,179,130,349
647,468,276,106,385,110,1142,2789,184,173,366
634,473,278,106,215,108,1099,219,179,134,339
625,455,271,107,321,110,1162,213,175,168,356
648,484,272,104,209,111,6797,221,175,187,339
633,468,300,106,207,110,1497,205,177,172,352
638,463,281,103,218,111,1193,213,177,180,329
642,476,272,107,210,111,1341,205,177,130,335
646,471,273,105,209,110,1129,202,178,126,350
1048,455,475,104,207,110,1005,218,176,126,333
635,457,275,103,211,106,1188,199,175,130,526
640,451,450,108,213,110,1528,221,177,172,340
638,471,271,107,214,107,1018,207,177,130,345
622,455,272,264,213,110,1003,205,179,126,343
624,693,276,105,220,107,959,209,179,126,345
627,462,266,107,480,111,1073,205,179,128,341
636,475,274,110,211,108,1148,2780,175,175,341
646,703,274,104,215,110,1176,205,181,174,340
648,461,266,106,217,110,1408,205,400,171,339
646,461,258,107,205,108,874,207,174,185,350
645,468,268,105,212,115,1024,199,177,173,347
642,463,260,104,207,108,1060,211,179,128,337
646,575,262,111,208,111,815,201,181,138,341
632,463,266,106,211,107,1170,202,180,169,341
660,469,266,110,207,110,1062,207,171,126,333
630,465,260,108,217,106,1129,212,172,126,341
654,473,274,104,209,110,1164,209,168,175,337
637,464,258,105,209,106,930,376,171,183,341
642,467,262,108,217,108,1251,219,177,126,355
652,455,258,106,211,105,977,208,176,134,342
658,469,262,104,215,110,975,205,177,128,345
625,563,254,104,215,110,905,2649,177,175,554
732,461,270,111,222,112,912,215,175,172,337
633,457,275,105,209,106,1024,203,177,136,347
636,473,278,106,221,110,870,205,172,136,348
628,461,278,104,213,108,1093,205,177,136,341
644,477,268,110,215,108,997,213,175,195,341
637,455,273,103,207,110,1038,205,173,177,341
648,470,276,107,206,111,1357,203,177,136,333
644,459,276,106,209,107,860,205,177,127,344
639,470,272,107,327,112,888,219,177,128,341
641,447,277,105,209,110,1018,207,175,144,337
626,473,270,106,219,106,916,213,181,136,351
625,464,270,107,210,109,957,205,179,173,347
636,473,270,104,209,108,1286,414,171,174,356
724,453,270,111,214,111,1205,219,175,136,351
640,475,260,104,217,108,903,2282,182,171,339
625,455,252,106,209,106,1139,205,177,173,339
636,463,266,104,217,108,905,210,174,179,343
644,463,266,104,211,110,1131,293,176,128,337
644,461,262,110,219,106,1074,224,181,140,341
619,463,254,108,209,110,1245,205,177,136,341
646,469,260,104,215,110,855,197,177,130,341
636,461,260,104,219,106,879,203,179,169,333
648,470,266,103,218,111,859,202,172,126,341
617,463,264,106,207,108,859,213,177,130,337
644,469,268,106,207,109,1022,236,178,139,337
638,465,264,106,217,110,975,211,175,172,352
630,481,273,113,207,110,1193,365,179,138,358
636,474,266,107,207,110,874,207,174,139,339
644,479,274,108,209,108,1294,217,171,130,347
632,465,264,108,209,110,853,4144,182,181,350
644,465,274,106,215,110,819,203,185,180,336
624,481,274,106,209,108,12256,398,252,250,402
652,467,277,109,224,109,918,210,178,171,356
645,468,266,103,212,109,971,213,175,183,347
646,467,262,106,219,106,910,205,176,169,341
644,453,262,106,209,109,5129,218,176,187,342
640,479,266,108,213,110,845,211,177,126,341
650,471,262,109,208,109,835,213,177,128,331
630,463,266,106,209,110,910,217,177,172,329
627,451,266,104,209,108,932,218,182,137,337
625,463,262,112,211,106,839,209,175,179,341
852,471,264,105,216,107,841,222,174,137,341
630,469,266,108,217,108,828,210,178,171,337
625,475,265,107,207,106,1140,213,177,125,340
632,465,264,107,210,111,839,2099,176,171,347
627,463,266,104,215,110,918,205,177,173,339
626,473,260,108,209,110,1379,209,177,174,338
632,475,264,106,215,108,1123,205,177,126,339
644,471,272,104,217,110,853,201,175,172,340
632,469,262,110,215,110,1015,203,177,130,333
636,461,272,108,215,114,1071,213,177,130,337
629,466,264,107,205,112,973,205,177,130,339
631,480,264,110,207,105,1237,208,172,128,341
640,470,264,105,209,108,922,207,173,173,341
640,473,266,110,207,110,959,209,175,172,350
636,457,266,108,207,111,1315,211,177,130,341
638,463,275,111,207,110,928,204,176,142,340
633,459,265,103,211,106,914,209,177,181,343
633,472,274,112,213,112,975,215,175,172,341
642,455,273,107,209,108,914,2107,178,173,341
642,479,272,110,209,112,981,207,177,183,341
640,469,269,107,209,108,1192,208,184,126,342
650,463,280,108,221,110,821,223,175,142,335
624,463,276,106,209,107,888,207,173,181,333
748,469,280,112,215,110,875,212,181,150,646
638,444,264,108,207,110,912,215,177,173,349
646,455,258,109,214,107,851,214,178,181,356
632,445,264,107,210,109,991,216,176,173,350
652,457,264,112,205,112,1086,216,184,128,350
630,457,264,107,208,111,959,205,175,170,350
638,453,280,108,207,112,824,234,175,130,343
707,465,287,106,217,110,903,226,173,126,331
650,453,264,107,214,111,803,207,179,138,343
639,451,262,112,215,108,928,207,177,126,352
632,469,266,108,321,113,939,2108,181,173,347
628,453,266,104,215,110,977,205,177,128,345
632,453,278,112,207,110,963,211,176,128,340
636,455,284,108,217,106,873,205,185,128,337
627,463,277,107,210,109,1052,208,176,130,335
729,463,287,107,224,108,1389,229,169,142,339
634,471,273,109,216,109,1168,205,171,173,351
681,444,267,107,207,108,1058,307,169,130,347
638,461,260,110,207,112,910,211,171,128,345
638,449,272,109,208,109,951,382,172,126,350
639,462,268,111,206,109,1209,203,175,126,351
625,453,268,106,209,110,859,203,173,130,349
638,459,280,108,207,110,859,227,173,173,349
638,453,274,106,209,105,1203,207,171,130,339
638,461,260,107,208,109,870,209,173,128,341
652,455,260,111,214,109,979,2308,174,171,349
644,457,286,106,207,110,893,218,168,175,353
636,455,256,105,208,109,882,219,173,173,347
648,457,270,110,207,108,1135,206,172,173,339
639,464,286,106,213,110,798,213,177,144,339
631,455,264,108,209,110,835,205,177,130,341
631,457,272,108,217,106,957,211,173,130,347
726,461,288,106,217,114,883,226,177,140,335
